Gene1	Gene2	Correlation	source
AT1G01250	AT4G02290	0.660341087050922	GENIE&WGCNA
AT5G60690	AT5G10770	0.649114284845158	GENIE&WGCNA
AT1G01250	AT1G32100	0.643223274026432	GENIE&WGCNA
AT2G46590	AT2G36570	0.642216372468149	GENIE&WGCNA
AT1G62990	AT1G62480	0.641978533346385	GENIE&WGCNA
AT5G60690	AT5G48460	0.636671382946221	GENIE&WGCNA
AT4G37650	AT5G22940	0.629953488078109	GENIE&WGCNA
AT1G62990	AT1G66960	0.627703246714768	GENIE&WGCNA
AT5G60690	AT3G01670	0.6266957209653	GENIE&WGCNA
AT1G69580	AT1G70710	0.6232937252944	GENIE&WGCNA
AT4G37650	AT2G14890	0.623270829819198	GENIE&WGCNA
AT1G62990	AT5G10770	0.622354759327931	GENIE&WGCNA
AT3G61950	AT3G62020	0.621954070474505	GENIE&WGCNA
AT2G46590	AT5G66170	0.621192587235644	GENIE&WGCNA
AT4G37650	AT5G16720	0.621023341826076	GENIE&WGCNA
AT1G52150	AT4G10840	0.619279983560917	GENIE&WGCNA
AT4G37650	AT3G21190	0.614912215296261	GENIE&WGCNA
AT5G05790	AT5G03150	0.614310013567208	GENIE&WGCNA
AT2G46590	AT2G16890	0.613548581630663	GENIE&WGCNA
AT1G62990	AT2G17710	0.611880065850332	GENIE&WGCNA
AT5G60690	AT5G48500	0.60912680801219	GENIE&WGCNA
AT1G69780	AT3G14560	0.609124313195976	GENIE&WGCNA
AT5G05790	AT5G17420	0.606006059824609	GENIE&WGCNA
AT2G46590	AT1G02335	0.604796767143334	GENIE&WGCNA
AT4G37650	AT3G20570	0.604207922180433	GENIE&WGCNA
AT1G69580	AT4G00230	0.603412436880967	GENIE&WGCNA
AT1G69580	AT3G59330	0.60138423297194	GENIE&WGCNA
AT2G46590	AT1G61260	0.597293505256771	GENIE&WGCNA
AT5G03150	AT4G01440	0.59360182951406	GENIE&WGCNA
AT5G60690	AT1G80280	0.58679587096212	GENIE&WGCNA
AT1G69780	AT3G12610	0.585844717197299	GENIE&WGCNA
AT5G16600	AT5G60020	0.585528712772095	GENIE&WGCNA
AT1G68130	AT1G23460	0.58550199073862	GENIE&WGCNA
AT5G05790	AT3G61950	0.585391187559862	GENIE&WGCNA
AT1G69580	AT3G61490	0.585299290381435	GENIE&WGCNA
AT4G09460	AT1G79620	0.584655375433121	GENIE&WGCNA
AT5G03150	AT4G32710	0.584532015981932	GENIE&WGCNA
AT1G27370	AT5G60690	0.581567925199335	GENIE&WGCNA
AT5G60690	AT5G20510	0.579882591278358	GENIE&WGCNA
AT1G68130	AT1G20850	0.578726119572271	GENIE&WGCNA
AT1G68130	AT2G40480	0.578561986895193	GENIE&WGCNA
AT4G37650	AT1G27370	0.575755310891367	GENIE&WGCNA
AT3G61950	AT4G16120	0.574072040838109	GENIE&WGCNA
AT1G27370	AT5G03260	0.573955224237472	GENIE&WGCNA
AT1G27370	AT5G60020	0.570750753205786	GENIE&WGCNA
AT1G62990	AT4G13710	0.56995151894388	GENIE&WGCNA
AT4G09460	AT2G14890	0.569267651106667	GENIE&WGCNA
AT1G69580	AT5G24570	0.568916555790635	GENIE&WGCNA
AT5G60690	AT4G29100	0.568821481099874	GENIE&WGCNA
AT1G30330	AT5G66920	0.568668261739542	GENIE&WGCNA
AT4G09460	AT1G28400	0.567817415285504	GENIE&WGCNA
AT3G06590	AT5G39320	0.567209521132551	GENIE&WGCNA
AT1G62990	AT2G24630	0.566696846775338	GENIE&WGCNA
AT1G69780	AT1G69910	0.564612479254828	GENIE&WGCNA
AT1G52150	AT2G42200	0.563697901163551	GENIE&WGCNA
AT4G01120	AT1G79620	0.563610735139979	GENIE&WGCNA
AT3G61950	AT1G64390	0.563000206214496	GENIE&WGCNA
AT2G46590	AT3G45160	0.562873212891297	GENIE&WGCNA
AT5G16600	AT2G04780	0.56039651578373	GENIE&WGCNA
AT4G09460	AT4G38400	0.559067429497979	GENIE&WGCNA
AT3G61950	AT4G30020	0.559048309485228	GENIE&WGCNA
AT1G69690	AT3G10570	0.558405426521015	GENIE&WGCNA
AT5G60690	AT3G17360	0.557557703463239	GENIE&WGCNA
AT1G52150	AT1G12450	0.556873481734458	GENIE&WGCNA
AT3G04670	AT1G52150	0.556700719918215	GENIE&WGCNA
AT1G69690	AT3G57010	0.556187970177517	GENIE&WGCNA
AT1G69780	AT5G13820	0.555897406804084	GENIE&WGCNA
AT5G03150	AT4G34560	0.555493584559775	GENIE&WGCNA
AT1G69580	AT3G46490	0.55545628963367	GENIE&WGCNA
AT5G60690	AT5G51890	0.554858865912199	GENIE&WGCNA
AT4G09460	AT1G66960	0.554782362066021	GENIE&WGCNA
AT5G05790	AT3G23090	0.554675504572074	GENIE&WGCNA
AT4G29100	AT4G29080	0.554304249505053	GENIE&WGCNA
AT1G69780	AT3G06420	0.554108715349611	GENIE&WGCNA
AT3G07340	AT3G55420	0.553501692323128	GENIE&WGCNA
AT1G30330	AT3G23730	0.553009520831147	GENIE&WGCNA
AT1G69780	AT1G29240	0.551898670451448	GENIE&WGCNA
AT1G69690	AT3G01750	0.551261381551765	GENIE&WGCNA
AT1G69580	AT3G11760	0.549300527315739	GENIE&WGCNA
AT3G06590	AT2G24630	0.548958971614475	GENIE&WGCNA
AT3G61950	AT5G51350	0.548838617319003	GENIE&WGCNA
AT1G62990	AT3G55110	0.54762474306065	GENIE&WGCNA
AT1G69690	AT5G15580	0.546421186378998	GENIE&WGCNA
AT1G52150	AT3G01680	0.544853644529819	GENIE&WGCNA
AT1G69580	AT3G02700	0.541904556229817	GENIE&WGCNA
AT5G37020	AT1G28400	0.540928646076129	GENIE&WGCNA
AT1G69690	AT2G40320	0.540208384620639	GENIE&WGCNA
AT2G46590	AT1G08510	0.539535817874845	GENIE&WGCNA
AT1G01250	AT4G09160	0.536682081655973	GENIE&WGCNA
AT2G42200	AT1G77690	0.536631180740795	GENIE&WGCNA
AT3G51910	AT1G30070	0.535443843502702	GENIE&WGCNA
AT1G69580	AT2G16650	0.535368497381005	GENIE&WGCNA
AT4G37650	AT5G14370	0.53388294222478	GENIE&WGCNA
AT3G61950	AT2G22470	0.533533476075133	GENIE&WGCNA
AT1G69580	AT1G70370	0.532273579706376	GENIE&WGCNA
AT1G52150	AT1G54180	0.528655920802569	GENIE&WGCNA
AT1G30330	AT2G47160	0.527727736076272	GENIE&WGCNA
AT1G69690	AT1G08160	0.527418401292558	GENIE&WGCNA
AT1G69580	AT4G14750	0.526848952252154	GENIE&WGCNA
AT4G38620	AT4G03190	0.524614758256845	GENIE&WGCNA
AT2G26150	AT5G47830	0.524561088375153	GENIE&WGCNA
AT2G26150	AT5G09590	0.524527781944326	GENIE&WGCNA
AT5G60690	AT4G38620	0.52408809858075	GENIE&WGCNA
AT4G09460	AT2G45220	0.522555649868347	GENIE&WGCNA
AT1G52150	AT4G27240	0.521605586862591	GENIE&WGCNA
AT3G04670	AT1G78970	0.518588006103744	GENIE&WGCNA
AT1G69780	AT4G27240	0.518124493444816	GENIE&WGCNA
AT5G65310	AT2G47240	0.51782701832623	GENIE&WGCNA
AT5G60200	AT3G18660	0.516897198719271	GENIE&WGCNA
AT5G60690	AT5G61190	0.513967496132985	GENIE&WGCNA
AT4G27240	AT3G50630	0.513422686720057	GENIE&WGCNA
AT1G69690	AT5G23860	0.513336800383597	GENIE&WGCNA
AT4G38620	AT1G52750	0.511356345058089	GENIE&WGCNA
AT3G51910	AT5G25450	0.511018990561427	GENIE&WGCNA
AT2G26150	AT3G51910	0.510825559329286	GENIE&WGCNA
AT1G30330	AT1G55610	0.510780007371448	GENIE&WGCNA
AT2G26150	AT5G25450	0.510288884187905	GENIE&WGCNA
AT4G27240	AT1G12780	0.509668797460044	GENIE&WGCNA
AT2G42200	AT1G30330	0.509019738457918	GENIE&WGCNA
AT1G69780	AT1G70690	0.508393234846963	GENIE&WGCNA
AT3G51910	AT3G12050	0.506561405173884	GENIE&WGCNA
AT3G61950	AT1G54180	0.50381311965272	GENIE&WGCNA
AT3G51910	AT1G54050	0.503371327355206	GENIE&WGCNA
AT2G26150	AT3G12050	0.503322030460182	GENIE&WGCNA
AT1G69690	AT1G17745	0.502785268369127	GENIE&WGCNA
AT5G60690	AT2G12462	0.502708253435932	GENIE&WGCNA
AT1G30330	AT5G58520	0.502525067047574	GENIE&WGCNA
AT1G30330	AT5G26850	0.501961664384118	GENIE&WGCNA
AT5G60690	AT3G23430	0.501717783770695	GENIE&WGCNA
AT1G30330	AT1G10640	0.501491218793743	GENIE&WGCNA
AT1G30330	AT4G25260	0.501407900474548	GENIE&WGCNA
AT1G28310	AT1G33800	0.501126881668251	GENIE&WGCNA
AT2G26150	AT1G55300	0.500336630819187	GENIE&WGCNA
AT1G30330	AT1G15810	0.499112465612576	GENIE&WGCNA
AT2G26150	AT1G54050	0.49896664830411	GENIE&WGCNA
AT1G30330	AT4G18670	0.498865134598178	GENIE&WGCNA
AT5G65310	AT4G22010	0.498542786096078	GENIE&WGCNA
AT1G30330	AT3G26700	0.49793359774527	GENIE&WGCNA
AT4G34590	AT3G52900	0.497615702031593	GENIE&WGCNA
AT5G43270	AT1G52150	0.497416686663631	GENIE&WGCNA
AT2G26150	AT3G16050	0.497385844946844	GENIE&WGCNA
AT4G34590	AT3G23730	0.497257257894215	GENIE&WGCNA
AT1G30330	AT5G15780	0.496932465926145	GENIE&WGCNA
AT5G60200	AT3G59010	0.496799463191427	GENIE&WGCNA
AT2G26150	AT2G25140	0.496331816618978	GENIE&WGCNA
AT5G65310	AT1G33800	0.496085276409308	GENIE&WGCNA
AT2G26150	AT1G66080	0.494017248301995	GENIE&WGCNA
AT2G42200	AT3G07540	0.493612991448079	GENIE&WGCNA
AT2G26150	AT3G24500	0.49346657377966	GENIE&WGCNA
AT4G36990	AT5G54165	0.493118594532671	GENIE&WGCNA
AT1G30330	AT3G54930	0.493090545602007	GENIE&WGCNA
AT3G51910	AT4G15420	0.492468651006572	GENIE&WGCNA
AT4G37650	AT5G61420	0.492425824592658	GENIE&WGCNA
AT2G42200	AT2G31110	0.492001024476245	GENIE&WGCNA
AT2G26150	AT2G46240	0.491468866804497	GENIE&WGCNA
AT2G26150	AT2G20560	0.490886127945676	GENIE&WGCNA
AT1G69780	AT4G09890	0.49036438729906	GENIE&WGCNA
AT4G34590	AT5G57685	0.490021708870406	GENIE&WGCNA
AT4G34590	AT1G25530	0.489943594562557	GENIE&WGCNA
AT5G23280	AT4G27435	0.489791790887085	GENIE&WGCNA
AT1G30330	AT1G52140	0.489735520226256	GENIE&WGCNA
AT2G26150	AT1G74310	0.489176291742712	GENIE&WGCNA
AT5G65310	AT5G06610	0.48819026432925	GENIE&WGCNA
AT5G60690	AT5G65000	0.487481322234469	GENIE&WGCNA
AT1G62990	AT4G34590	0.486513108645803	GENIE&WGCNA
AT1G69690	AT5G55480	0.486457024441727	GENIE&WGCNA
AT5G65310	AT4G37650	0.486156916909313	GENIE&WGCNA
AT5G43270	AT3G12110	0.485872046241254	GENIE&WGCNA
AT4G01120	AT5G19780	0.483606930121274	GENIE&WGCNA
AT1G28310	AT3G17100	0.483347776997447	GENIE&WGCNA
AT5G60690	AT1G07670	0.482943088822538	GENIE&WGCNA
AT5G60200	AT5G22740	0.482754672226608	GENIE&WGCNA
AT1G28310	AT2G21140	0.482174195771838	GENIE&WGCNA
AT1G30330	AT3G53380	0.481865270243863	GENIE&WGCNA
AT1G69780	AT4G19420	0.481602294295815	GENIE&WGCNA
AT5G05790	AT4G29100	0.481378023909438	GENIE&WGCNA
AT5G60200	AT1G12080	0.480380810007648	GENIE&WGCNA
AT3G57800	AT5G23870	0.480319460083758	GENIE&WGCNA
AT3G61950	AT1G07670	0.479851289559045	GENIE&WGCNA
AT5G60690	AT2G36200	0.47888509947443	GENIE&WGCNA
AT1G69780	AT5G45940	0.478500782299597	GENIE&WGCNA
AT5G60690	AT5G65630	0.478273721230317	GENIE&WGCNA
AT5G65310	AT5G62500	0.477515882121563	GENIE&WGCNA
AT5G03150	AT1G14790	0.476824541104365	GENIE&WGCNA
AT1G69580	AT1G11303	0.476136267049883	GENIE&WGCNA
AT4G37650	AT2G44730	0.476020617330036	GENIE&WGCNA
AT2G26150	AT2G27580	0.475437833663303	GENIE&WGCNA
AT4G01120	AT5G05790	0.475278438212914	GENIE&WGCNA
AT1G69780	AT3G51895	0.475162335454112	GENIE&WGCNA
AT5G60690	AT1G07090	0.474869646824586	GENIE&WGCNA
AT2G02820	AT3G45850	0.474386103582001	GENIE&WGCNA
AT5G43270	AT3G61750	0.473734953543452	GENIE&WGCNA
AT1G30330	AT2G36200	0.473399984994755	GENIE&WGCNA
AT4G36990	AT5G37670	0.473135080142315	GENIE&WGCNA
AT4G34590	AT1G04680	0.472118519750595	GENIE&WGCNA
AT4G38620	AT2G17710	0.471749446813587	GENIE&WGCNA
AT2G26150	AT3G08970	0.470963325625518	GENIE&WGCNA
AT2G44730	AT4G22160	0.468663200746599	GENIE&WGCNA
AT1G69780	AT1G72830	0.468243768208799	GENIE&WGCNA
AT2G26150	AT1G12060	0.467736860559889	GENIE&WGCNA
AT3G51910	AT3G08970	0.466671875087123	GENIE&WGCNA
AT1G27370	AT2G20100	0.466132627197204	GENIE&WGCNA
AT1G69690	AT5G15530	0.465218745415414	GENIE&WGCNA
AT5G37020	AT4G13540	0.464875203058214	GENIE&WGCNA
AT1G01250	AT1G69910	0.464623414595227	GENIE&WGCNA
AT2G26150	AT5G56010	0.464365855205563	GENIE&WGCNA
AT5G60690	AT4G33400	0.463668615498113	GENIE&WGCNA
AT5G43270	AT3G06590	0.463625623752808	GENIE&WGCNA
AT2G44730	AT2G36570	0.461747310996232	GENIE&WGCNA
AT2G35700	AT4G06744	0.461460327231105	GENIE&WGCNA
AT1G20640	AT1G67360	0.461288946343988	GENIE&WGCNA
AT2G26150	AT5G37670	0.461208937205221	GENIE&WGCNA
AT5G37020	AT3G13520	0.461078603433681	GENIE&WGCNA
AT3G51910	AT3G07090	0.461077671679103	GENIE&WGCNA
AT3G61950	AT3G12860	0.460831091330515	GENIE&WGCNA
AT2G26150	AT1G18330	0.460800172617333	GENIE&WGCNA
AT3G58120	AT1G33700	0.459850249849486	GENIE&WGCNA
AT2G26150	AT3G07090	0.459373294757717	GENIE&WGCNA
AT3G51910	AT2G19310	0.458708870525187	GENIE&WGCNA
AT1G68130	AT1G27370	0.45841180961698	GENIE&WGCNA
AT2G02820	AT5G61200	0.457145503595622	GENIE&WGCNA
AT2G26150	AT5G64510	0.456306588668656	GENIE&WGCNA
AT5G60690	AT5G60210	0.456265261973714	GENIE&WGCNA
AT2G46510	AT1G69370	0.456133665322868	GENIE&WGCNA
AT2G46510	AT1G72520	0.455866899515702	GENIE&WGCNA
AT5G60200	AT2G24762	0.455694231550772	GENIE&WGCNA
AT3G51910	AT1G55300	0.454711722773113	GENIE&WGCNA
AT1G14350	AT5G15580	0.454370145812872	GENIE&WGCNA
AT2G26150	AT2G19310	0.454143699339177	GENIE&WGCNA
AT3G57800	AT5G24580	0.453610884083595	GENIE&WGCNA
AT1G28310	AT4G34760	0.453337639767554	GENIE&WGCNA
AT2G46510	AT1G76380	0.453049200260857	GENIE&WGCNA
AT5G60200	AT5G15530	0.452731685458219	GENIE&WGCNA
AT4G27240	AT1G12320	0.451487645620526	GENIE&WGCNA
AT5G60690	AT4G21270	0.451210477648837	GENIE&WGCNA
AT3G51910	AT1G66080	0.450736800434778	GENIE&WGCNA
AT1G69780	AT3G63000	0.450210333377542	GENIE&WGCNA
AT5G61420	AT3G55710	0.450162298295557	GENIE&WGCNA
AT1G30330	AT4G33400	0.449490124337816	GENIE&WGCNA
AT4G27240	AT2G24762	0.44877759762909	GENIE&WGCNA
AT2G26150	AT1G17870	0.448295476465405	GENIE&WGCNA
AT3G51910	AT4G23570	0.448161588192689	GENIE&WGCNA
AT3G04670	AT2G28260	0.447403547043676	GENIE&WGCNA
AT2G46590	AT2G34650	0.447363479946156	GENIE&WGCNA
AT2G26150	AT3G09350	0.447052794929045	GENIE&WGCNA
AT1G14685	AT2G40820	0.445740568700975	GENIE&WGCNA
AT1G68130	AT5G37020	0.445594971651241	GENIE&WGCNA
AT2G42200	AT5G53880	0.444978797758026	GENIE&WGCNA
AT5G23280	AT1G30330	0.444797546563849	GENIE&WGCNA
AT2G26150	AT3G25230	0.444782601663247	GENIE&WGCNA
AT1G30330	AT4G14310	0.444072422836289	GENIE&WGCNA
AT1G69780	AT1G20160	0.443603062933221	GENIE&WGCNA
AT4G27410	AT1G76380	0.443531220716798	GENIE&WGCNA
AT2G26150	AT5G03290	0.442830101872191	GENIE&WGCNA
AT4G36990	AT3G10020	0.44262169522352	GENIE&WGCNA
AT4G36990	AT1G21550	0.442473676098189	GENIE&WGCNA
AT2G46590	AT5G18460	0.440858124061384	GENIE&WGCNA
AT3G51910	AT3G10020	0.44066883163178	GENIE&WGCNA
AT5G60690	AT2G44300	0.440590032750073	GENIE&WGCNA
AT3G51910	AT3G24500	0.439141945246845	GENIE&WGCNA
AT5G43270	AT2G21140	0.439024941936196	GENIE&WGCNA
AT3G07340	AT3G30775	0.438387558669768	GENIE&WGCNA
AT4G11660	AT5G35320	0.438202246057359	GENIE&WGCNA
AT5G60690	AT5G52540	0.438025503635795	GENIE&WGCNA
AT4G36990	AT5G47610	0.437184339971409	GENIE&WGCNA
AT4G17460	AT4G27730	0.436557628247881	GENIE&WGCNA
AT2G35700	AT4G30020	0.43597835735158	GENIE&WGCNA
AT1G30330	AT3G50100	0.435933185232281	GENIE&WGCNA
AT4G17460	AT4G18760	0.435614596667708	GENIE&WGCNA
AT4G34590	AT2G28110	0.435035328633618	GENIE&WGCNA
AT4G38620	AT1G19940	0.434976994509042	GENIE&WGCNA
AT5G65310	AT2G31110	0.434881483235097	GENIE&WGCNA
AT5G60200	AT5G05790	0.434330167059723	GENIE&WGCNA
AT2G26150	AT4G15410	0.433713505394583	GENIE&WGCNA
AT1G30330	AT3G12860	0.433608265084721	GENIE&WGCNA
AT1G69580	AT2G34650	0.433327486929703	GENIE&WGCNA
AT3G07340	AT2G17550	0.432971418166598	GENIE&WGCNA
AT3G51910	AT3G25230	0.432739439609142	GENIE&WGCNA
AT2G26150	AT3G14200	0.432506724020983	GENIE&WGCNA
AT5G43270	AT1G17745	0.432440928578055	GENIE&WGCNA
AT2G26150	AT1G72416	0.4321689935285	GENIE&WGCNA
AT3G57800	AT3G13510	0.431930340282964	GENIE&WGCNA
