Gene1	Gene2	Correlation	source
AT3G51910	AT3G09440	0.348051156213732	GENIE&WGCNA
AT3G54390	AT5G53590	0.347707046143324	GENIE&WGCNA
AT4G29100	AT2G17260	0.34755668227955	GENIE&WGCNA
AT1G56650	AT2G04400	0.347238965777443	GENIE&WGCNA
AT1G52150	AT5G09460	0.347095380129414	GENIE&WGCNA
AT2G26150	AT1G10970	0.346794142440286	GENIE&WGCNA
AT1G52150	AT2G20240	0.346693667339252	GENIE&WGCNA
AT3G07340	AT2G33170	0.346220287119498	GENIE&WGCNA
AT5G65310	AT1G12845	0.345915700805546	GENIE&WGCNA
AT4G34590	AT2G12400	0.345857622335073	GENIE&WGCNA
AT2G22770	AT3G25180	0.345355448158324	GENIE&WGCNA
AT1G68130	AT2G25590	0.345069649061945	GENIE&WGCNA
AT2G22200	AT4G18440	0.345047842931006	GENIE&WGCNA
AT3G51910	AT1G10970	0.344809145440799	GENIE&WGCNA
AT5G26170	AT3G11010	0.343950700502751	GENIE&WGCNA
AT5G26170	AT1G08050	0.343645299200156	GENIE&WGCNA
AT2G22200	AT4G24350	0.343623056079828	GENIE&WGCNA
AT5G23280	AT3G26700	0.343510980731511	GENIE&WGCNA
AT2G44730	AT3G02700	0.343469928222807	GENIE&WGCNA
AT2G26150	AT5G58787	0.343313875471331	GENIE&WGCNA
AT1G52150	AT5G19290	0.343175033385622	GENIE&WGCNA
AT5G60200	AT3G55110	0.343110099193648	GENIE&WGCNA
AT5G60690	AT5G47180	0.343073175468404	GENIE&WGCNA
AT5G60200	AT3G18280	0.342862711881624	GENIE&WGCNA
AT5G60200	AT5G48230	0.342118852355196	GENIE&WGCNA
AT5G60200	AT5G03190	0.341906340174928	GENIE&WGCNA
AT3G02990	AT2G26140	0.341352815447752	GENIE&WGCNA
AT2G46510	AT1G30040	0.341264863067829	GENIE&WGCNA
AT2G27050	AT5G07080	0.341073149257285	GENIE&WGCNA
AT5G05410	AT3G10020	0.340217343907863	GENIE&WGCNA
AT5G26170	AT1G21240	0.339923929919342	GENIE&WGCNA
AT5G37020	AT1G28680	0.339840044826461	GENIE&WGCNA
AT5G60200	AT4G34590	0.339638207975743	GENIE&WGCNA
AT3G51910	AT1G74320	0.339208668292231	GENIE&WGCNA
AT2G33860	AT4G28250	0.338869369235309	GENIE&WGCNA
AT2G22770	AT4G24830	0.338452904835035	GENIE&WGCNA
AT3G51910	AT1G07400	0.337901137430692	GENIE&WGCNA
AT5G59780	AT4G15260	0.337828173554153	GENIE&WGCNA
AT1G49720	AT1G67660	0.337587420541956	GENIE&WGCNA
AT4G09460	AT5G37540	0.337586110914215	GENIE&WGCNA
AT2G26150	AT4G28480	0.337243042084927	GENIE&WGCNA
AT5G64810	AT3G60540	0.337168167325828	GENIE&WGCNA
AT2G26150	AT5G53400	0.336952480423456	GENIE&WGCNA
AT1G73360	AT2G21130	0.336332979007111	GENIE&WGCNA
AT4G36900	AT5G55120	0.336261727857426	GENIE&WGCNA
AT1G49720	AT2G31360	0.335896336836409	GENIE&WGCNA
AT3G07340	AT1G29400	0.33561102505418	GENIE&WGCNA
AT1G28050	AT1G80120	0.335521940920879	GENIE&WGCNA
AT5G26170	AT3G51330	0.335427881328711	GENIE&WGCNA
AT2G35700	AT4G13930	0.33533846139257	GENIE&WGCNA
AT1G68130	AT5G57785	0.335095070291314	GENIE&WGCNA
AT5G60890	AT5G53060	0.334837317299782	GENIE&WGCNA
AT5G26170	AT1G35230	0.334736703748258	GENIE&WGCNA
AT5G26170	AT3G25010	0.334661605895832	GENIE&WGCNA
AT3G07340	AT1G60140	0.334618761096079	GENIE&WGCNA
AT1G30330	AT4G22290	0.334566138260699	GENIE&WGCNA
AT5G05410	AT1G26800	0.33427338627102	GENIE&WGCNA
AT5G48250	AT4G32340	0.334026546911446	GENIE&WGCNA
AT3G51910	AT5G47120	0.333958880601086	GENIE&WGCNA
AT4G29100	AT3G23430	0.333711626633667	GENIE&WGCNA
AT4G17230	AT3G06500	0.333610978609071	GENIE&WGCNA
AT3G58120	AT4G11130	0.333543165737429	GENIE&WGCNA
AT3G07340	AT1G03520	0.333299006341034	GENIE&WGCNA
AT5G26170	AT1G67850	0.333276687961277	GENIE&WGCNA
AT5G60200	AT2G45450	0.333228621519916	GENIE&WGCNA
AT1G68130	AT2G40900	0.33322129121762	GENIE&WGCNA
AT5G47220	AT4G17500	0.332814786703499	GENIE&WGCNA
AT5G64810	AT4G23150	0.331462222501063	GENIE&WGCNA
AT2G22770	AT2G22200	0.331280239649955	GENIE&WGCNA
AT4G36990	AT5G46170	0.331196288725492	GENIE&WGCNA
AT3G02990	AT5G61510	0.331030963865481	GENIE&WGCNA
AT2G22770	AT1G08920	0.330951178559321	GENIE&WGCNA
AT5G60690	AT5G61130	0.330669630341279	GENIE&WGCNA
AT4G17500	AT1G18710	0.330605554490351	GENIE&WGCNA
AT2G42200	AT2G42650	0.330508903346201	GENIE&WGCNA
AT1G69780	AT1G23870	0.330332453863801	GENIE&WGCNA
AT2G26150	AT2G36460	0.330309915475922	GENIE&WGCNA
AT4G29100	AT4G38620	0.330049611307161	GENIE&WGCNA
AT1G01260	AT5G05140	0.330032598373841	GENIE&WGCNA
AT5G26170	AT1G51890	0.329578562415295	GENIE&WGCNA
AT4G09460	AT3G04670	0.329529398242407	GENIE&WGCNA
AT2G23760	AT5G54670	0.329504153363053	GENIE&WGCNA
AT1G52890	AT1G19640	0.328656540602366	GENIE&WGCNA
AT5G05410	AT5G03990	0.328278866549971	GENIE&WGCNA
AT5G60200	AT5G15780	0.328234801600108	GENIE&WGCNA
AT5G26170	AT2G18660	0.328145531739826	GENIE&WGCNA
AT4G17460	AT3G10340	0.328109212914421	GENIE&WGCNA
AT5G26170	AT4G04490	0.327931455470251	GENIE&WGCNA
AT4G36990	AT5G11680	0.327906162947437	GENIE&WGCNA
AT5G26170	AT1G01680	0.32782129484242	GENIE&WGCNA
AT5G04410	AT3G44110	0.327703193596113	GENIE&WGCNA
AT2G22770	AT2G37620	0.327360732174648	GENIE&WGCNA
AT5G60200	AT3G27360	0.327294925902112	GENIE&WGCNA
AT2G35700	AT4G36360	0.327240983996401	GENIE&WGCNA
AT1G72830	AT1G60610	0.327099845778227	GENIE&WGCNA
AT2G02820	AT2G36340	0.326970271524356	GENIE&WGCNA
AT5G65310	AT5G02890	0.326942544483905	GENIE&WGCNA
AT1G52150	AT3G13190	0.326653806533177	GENIE&WGCNA
AT2G47890	AT2G38670	0.326625855200557	GENIE&WGCNA
AT3G58120	AT2G28950	0.326560008660798	GENIE&WGCNA
AT5G65310	AT5G28300	0.326234641036077	GENIE&WGCNA
AT3G06590	AT5G10240	0.326129030373648	GENIE&WGCNA
AT4G36990	AT5G35460	0.326095889185455	GENIE&WGCNA
AT3G07340	AT1G23480	0.326093119727213	GENIE&WGCNA
AT5G05410	AT1G10970	0.326014888341038	GENIE&WGCNA
AT3G54390	AT2G32990	0.325868500330583	GENIE&WGCNA
AT5G26170	AT5G10760	0.325493604582704	GENIE&WGCNA
AT3G07340	AT2G03890	0.325085476515818	GENIE&WGCNA
AT1G74430	AT2G41475	0.325014492826367	GENIE&WGCNA
AT4G17460	AT5G16590	0.324630786643585	GENIE&WGCNA
AT5G26170	AT2G04450	0.324585943827659	GENIE&WGCNA
AT1G69780	AT5G53370	0.324384709496672	GENIE&WGCNA
AT1G27370	AT5G55950	0.324126523588496	GENIE&WGCNA
AT5G26170	AT5G17760	0.324123149997046	GENIE&WGCNA
AT1G79840	AT4G27440	0.324062627656113	GENIE&WGCNA
AT2G02820	AT5G11950	0.323974282184294	GENIE&WGCNA
AT5G60200	AT5G65000	0.323918995278961	GENIE&WGCNA
AT5G60200	AT5G11550	0.323766601501351	GENIE&WGCNA
AT2G27050	AT5G57685	0.323325672875014	GENIE&WGCNA
AT3G07340	AT4G04630	0.323232627631594	GENIE&WGCNA
AT2G22770	AT1G18710	0.323207892880574	GENIE&WGCNA
AT5G26170	AT1G24145	0.32276653756435	GENIE&WGCNA
AT5G26170	AT5G25260	0.322552207732853	GENIE&WGCNA
AT5G48250	AT1G25450	0.322507895681183	GENIE&WGCNA
AT3G07340	AT3G61670	0.322447929710031	GENIE&WGCNA
AT5G26170	AT2G17120	0.322042314293127	GENIE&WGCNA
AT3G07340	AT3G16850	0.322041055493162	GENIE&WGCNA
AT1G69690	AT3G56370	0.322025567086289	GENIE&WGCNA
AT5G04410	AT5G56030	0.321398624733431	GENIE&WGCNA
AT5G62020	AT1G14200	0.321229805080497	GENIE&WGCNA
AT2G46590	AT5G49330	0.321142537329672	GENIE&WGCNA
AT5G64810	AT3G57260	0.321049658046301	GENIE&WGCNA
AT5G48250	AT5G64620	0.320668067022208	GENIE&WGCNA
AT2G27050	AT3G25290	0.320659060760471	GENIE&WGCNA
AT1G49720	AT3G19490	0.32063479391372	GENIE&WGCNA
AT5G26170	AT1G14880	0.320377460957755	GENIE&WGCNA
AT4G36900	AT1G69370	0.320241977127849	GENIE&WGCNA
AT1G52150	AT3G19570	0.32012700383859	GENIE&WGCNA
AT2G27050	AT3G20570	0.320081925340554	GENIE&WGCNA
AT4G09460	AT2G05320	0.31956815549086	GENIE&WGCNA
AT1G28050	AT1G25220	0.3195298440161	GENIE&WGCNA
AT5G48250	AT3G07650	0.319470424915145	GENIE&WGCNA
AT5G05410	AT5G58070	0.319199658691481	GENIE&WGCNA
AT1G79840	AT1G67660	0.319137767532186	GENIE&WGCNA
AT5G60690	AT4G23650	0.318849391225326	GENIE&WGCNA
AT1G69690	AT1G63160	0.318498849898222	GENIE&WGCNA
AT4G29100	AT1G07090	0.318276735960384	GENIE&WGCNA
AT5G26170	AT1G75040	0.317965164487549	GENIE&WGCNA
AT1G01260	AT2G01450	0.317748899739453	GENIE&WGCNA
AT5G62020	AT1G26800	0.317326480137923	GENIE&WGCNA
AT2G46510	AT1G33610	0.317210467665804	GENIE&WGCNA
AT3G61950	AT5G62270	0.316809100523177	GENIE&WGCNA
AT2G26150	AT5G03340	0.31680850769084	GENIE&WGCNA
AT4G37790	AT1G76390	0.316220714766041	GENIE&WGCNA
AT1G69170	AT3G07420	0.315964453411864	GENIE&WGCNA
AT4G35550	AT5G14700	0.315924760350923	GENIE&WGCNA
AT5G26170	AT2G04430	0.315870986720071	GENIE&WGCNA
AT2G34710	AT1G12320	0.315424656591864	GENIE&WGCNA
AT5G64810	AT3G15536	0.315391704687455	GENIE&WGCNA
AT2G47890	AT1G67660	0.315232303089393	GENIE&WGCNA
AT5G64810	AT1G08450	0.315227434532436	GENIE&WGCNA
AT5G64810	AT3G47480	0.315196252680858	GENIE&WGCNA
AT5G60200	AT5G24570	0.314717259959225	GENIE&WGCNA
AT3G61950	AT1G71050	0.314537035786293	GENIE&WGCNA
AT1G69580	AT3G13190	0.314048827304299	GENIE&WGCNA
AT1G49720	AT3G46970	0.314007346613171	GENIE&WGCNA
AT3G04670	AT2G05320	0.314003403872137	GENIE&WGCNA
AT3G07340	AT3G02170	0.313341384901033	GENIE&WGCNA
AT2G42200	AT1G63160	0.313058543031877	GENIE&WGCNA
AT5G60200	AT5G18460	0.31297080875026	GENIE&WGCNA
AT2G47890	AT1G64890	0.31274078067995	GENIE&WGCNA
AT5G26170	AT2G44290	0.312632944808118	GENIE&WGCNA
AT5G37020	AT1G03870	0.312580688764136	GENIE&WGCNA
AT5G26170	AT5G52810	0.312440508988074	GENIE&WGCNA
AT2G35700	AT2G45470	0.312421298084847	GENIE&WGCNA
AT5G64810	AT3G25882	0.312073277431705	GENIE&WGCNA
AT1G14350	AT2G02820	0.311952034963194	GENIE&WGCNA
AT5G60200	AT1G24170	0.311910673571728	GENIE&WGCNA
AT5G60200	AT3G17350	0.311791582982719	GENIE&WGCNA
AT3G04670	AT3G06420	0.311457672253078	GENIE&WGCNA
AT5G62020	AT5G03990	0.311451287974403	GENIE&WGCNA
AT4G38620	AT2G12400	0.311265922219819	GENIE&WGCNA
AT2G23760	AT5G64570	0.311013351613744	GENIE&WGCNA
AT5G64810	AT2G32680	0.31095303019048	GENIE&WGCNA
AT4G29100	AT5G65000	0.310799136485917	GENIE&WGCNA
AT5G04410	AT5G53400	0.310736628124707	GENIE&WGCNA
AT3G07340	AT3G06150	0.310705044208535	GENIE&WGCNA
AT5G60690	AT1G18260	0.31070348050275	GENIE&WGCNA
AT2G47890	AT1G20020	0.310652352732742	GENIE&WGCNA
AT3G07650	AT5G61380	0.310483917508742	GENIE&WGCNA
AT2G22770	AT1G66760	0.310397461691079	GENIE&WGCNA
AT4G11660	AT5G62020	0.31029999220568	GENIE&WGCNA
AT5G64810	AT5G39670	0.310298207439961	GENIE&WGCNA
AT1G79840	AT4G33700	0.310199776278816	GENIE&WGCNA
AT2G47890	AT3G46970	0.30992379549919	GENIE&WGCNA
AT2G22770	AT5G22630	0.309609076696403	GENIE&WGCNA
AT4G17460	AT1G30820	0.309592217253688	GENIE&WGCNA
AT2G41240	AT3G56970	0.309572077544202	GENIE&WGCNA
AT3G07340	AT5G56020	0.309546476568375	GENIE&WGCNA
AT3G61950	AT2G24645	0.309245191981895	GENIE&WGCNA
AT4G31800	AT3G09830	0.3092172908904	GENIE&WGCNA
AT3G07340	AT3G53540	0.309187603257988	GENIE&WGCNA
AT5G64810	AT3G25010	0.309046672373267	GENIE&WGCNA
AT2G42200	AT5G63180	0.309043881148195	GENIE&WGCNA
AT2G47890	AT3G52180	0.308974548367037	GENIE&WGCNA
AT3G55980	AT3G46620	0.308865641973168	GENIE&WGCNA
AT2G22840	AT1G27630	0.308726928561539	GENIE&WGCNA
AT2G26150	AT5G51440	0.308627127008604	GENIE&WGCNA
AT2G41240	AT3G56980	0.308568146822957	GENIE&WGCNA
AT5G03150	AT2G19110	0.308471617742365	GENIE&WGCNA
AT3G51910	AT2G47730	0.308371463762667	GENIE&WGCNA
AT2G02820	AT2G36420	0.308079743517864	GENIE&WGCNA
AT1G27370	AT2G18280	0.308070289190988	GENIE&WGCNA
AT3G56970	AT1G13609	0.307915611518208	GENIE&WGCNA
AT3G07340	AT4G02540	0.307855305007323	GENIE&WGCNA
AT1G01260	AT2G41475	0.307798864060942	GENIE&WGCNA
AT1G69580	AT2G35860	0.307436732970998	GENIE&WGCNA
AT4G27240	AT3G61670	0.307373499679976	GENIE&WGCNA
AT5G65310	AT3G62370	0.307363940911677	GENIE&WGCNA
AT4G16750	AT5G44730	0.307199176528727	GENIE&WGCNA
AT4G37650	AT4G23950	0.307098582023906	GENIE&WGCNA
AT5G05410	AT5G54165	0.307042840068103	GENIE&WGCNA
AT2G22770	AT1G19680	0.30701886491198	GENIE&WGCNA
AT5G26170	AT1G33960	0.306982578465779	GENIE&WGCNA
AT5G48250	AT5G53486	0.30697883500022	GENIE&WGCNA
AT5G05410	AT5G64510	0.306888817526856	GENIE&WGCNA
AT4G34590	AT5G07440	0.306847286462352	GENIE&WGCNA
AT4G27410	AT1G49450	0.306669434230378	GENIE&WGCNA
AT3G56980	AT1G13609	0.306653125343647	GENIE&WGCNA
AT2G02820	AT5G54980	0.306580693379978	GENIE&WGCNA
AT5G64810	AT4G23140	0.306405091232732	GENIE&WGCNA
AT1G69580	AT3G19570	0.306305597076926	GENIE&WGCNA
AT5G04410	AT3G09440	0.30630075519079	GENIE&WGCNA
AT3G61950	AT5G02890	0.30629095991168	GENIE&WGCNA
AT2G22770	AT1G58200	0.306122978290254	GENIE&WGCNA
AT5G60690	AT2G19110	0.306009966963601	GENIE&WGCNA
AT2G35700	AT1G78490	0.305837788745551	GENIE&WGCNA
AT5G04410	AT5G03285	0.305788648539509	GENIE&WGCNA
AT3G54390	AT1G75900	0.305596833000405	GENIE&WGCNA
AT1G28050	AT5G56760	0.305596468882096	GENIE&WGCNA
AT1G69780	AT2G38995	0.305062738589897	GENIE&WGCNA
AT5G64810	AT4G11890	0.304751576992606	GENIE&WGCNA
AT5G65310	AT2G40940	0.304627911841073	GENIE&WGCNA
AT3G07340	AT2G27060	0.304387270012392	GENIE&WGCNA
AT3G07340	AT5G51550	0.304147980541866	GENIE&WGCNA
AT4G17230	AT1G73080	0.304076827640727	GENIE&WGCNA
AT2G33860	AT1G64640	0.304058016815018	GENIE&WGCNA
AT2G47890	AT3G19490	0.304017458958678	GENIE&WGCNA
AT1G79840	AT1G12710	0.303797008922828	GENIE&WGCNA
AT5G04410	AT5G56010	0.303688386747664	GENIE&WGCNA
AT3G58120	AT3G08670	0.303663790718821	GENIE&WGCNA
AT5G61600	AT4G27280	0.303626341784844	GENIE&WGCNA
AT4G35550	AT4G21060	0.303498612577269	GENIE&WGCNA
AT2G35700	AT3G63130	0.303415444267906	GENIE&WGCNA
AT4G29100	AT5G49990	0.303187624306495	GENIE&WGCNA
AT3G07340	AT2G16720	0.303154043169623	GENIE&WGCNA
AT3G50060	AT4G27280	0.303145087596433	GENIE&WGCNA
AT5G26170	AT5G60950	0.303087532483119	GENIE&WGCNA
AT3G55980	AT1G18300	0.303072837722455	GENIE&WGCNA
AT2G26150	AT5G35460	0.303068443385088	GENIE&WGCNA
AT4G17230	AT4G20860	0.302807837812374	GENIE&WGCNA
AT4G35550	AT2G22080	0.302736009438275	GENIE&WGCNA
AT2G46510	AT3G05500	0.302587224269672	GENIE&WGCNA
AT1G69690	AT1G29310	0.302466694955274	GENIE&WGCNA
AT1G52150	AT2G38995	0.302061567356579	GENIE&WGCNA
AT3G58120	AT1G76090	0.302026944033403	GENIE&WGCNA
AT1G52150	AT3G53320	0.301972827412922	GENIE&WGCNA
AT4G36990	AT1G01720	0.301944921316754	GENIE&WGCNA
AT1G76580	AT4G27070	0.301629758117474	GENIE&WGCNA
AT3G07340	AT3G54390	0.301304752829389	GENIE&WGCNA
AT5G60690	AT2G45010	0.301152592079574	GENIE&WGCNA
AT5G48250	AT5G23660	0.301007966740968	GENIE&WGCNA
AT4G17460	AT5G24800	0.300991918793516	GENIE&WGCNA
AT3G56980	AT1G47400	0.300715738881457	GENIE&WGCNA
AT4G36990	AT3G59530	0.300695144440471	GENIE&WGCNA
AT3G04670	AT1G70690	0.300581784090964	GENIE&WGCNA
AT2G35700	AT4G13940	0.300532177737483	GENIE&WGCNA
AT2G46400	AT1G08450	0.300466775156913	GENIE&WGCNA
AT3G04670	AT4G14750	0.300378894969665	GENIE&WGCNA
AT1G01250	AT3G52370	0.300330604887983	GENIE&WGCNA
AT3G46090	AT4G04500	0.300327807886465	GENIE&WGCNA
AT1G75540	AT3G11760	0.300258290528005	GENIE&WGCNA
AT2G42200	AT3G62630	0.300244219706735	GENIE&WGCNA
AT5G23280	AT1G76090	0.300221911302349	GENIE&WGCNA
